"","cve_ent","tasa_covid","inclusion_fin_2019","popden2020","porcentaje_pob_pobreza_ext","porcentaje_pob_pobreza","porcentaje_pob_acceso_ss","pob_6.14_no_edu","entidad","cant_hosp"
"1238",20240,4.31034482758621,0,33.148,0.7718,0.9754,0.8951,7.23,"Oaxaca",2
"1239",20241,35.8744394618834,0,20.78,0.2937,0.7983,0.7654,3.27,"Oaxaca",1
"1240",20242,2.38929595412552,0,52.404,0.6987,0.9778,0.8574,18.74,"Oaxaca",7
"1241",20243,42.4403183023873,0,73.722,0.111,0.5127,0.7978,3.69,"Oaxaca",2
"1242",20244,12.5849484017116,0,62.924,0.2937,0.7334,0.7607,3.99,"Oaxaca",4
"1243",20245,7.5642965204236,0,17.296,0.2971,0.85,0.8199,6.99,"Oaxaca",3
"1244",20246,0,0,23.942,0.2155,0.8813,0.7936,2.91,"Oaxaca",3
"1245",20247,117.139334155364,0,84.587,0.0257,0.3434,0.5776,0.84,"Oaxaca",8
"1246",20248,3.17037600659438,0,206.869,0.4937,0.903,0.877,8.1,"Oaxaca",4
"1247",20249,10.6439595529537,0,250.229,0.47,0.9243,0.8724,5.74,"Oaxaca",4
"1248",20250,8.46023688663283,0,51.114,0.1816,0.7103,0.7795,1.67,"Oaxaca",5
"1249",20251,0,0,43.356,0.4097,0.9054,0.9057,10.73,"Oaxaca",1
"1250",20252,4.51263537906137,0,15.316,0.4229,0.9214,0.753,1.03,NA,NA
"1251",20253,0,0,9.542,0.4584,0.883,0.7936,8.18,"Oaxaca",5
"1252",20254,24.60024600246,0,34.912,0.2303,0.778,0.6914,9.62,"Oaxaca",5
"1253",20255,4.74833808167141,0,10.912,0.4624,0.9198,0.8837,4.15,"Oaxaca",1
"1254",20256,170.940170940171,0,6.189,0.1789,0.8259,0.7885,3.23,"Oaxaca",2
"1255",20257,0,0,28.432,0.3266,0.9034,0.6124,2.48,"Oaxaca",2
"1256",20258,12.9032258064516,0,11.639,0.3959,0.8826,0.704,2.08,"Oaxaca",1
"1257",20259,8.04828973843058,0,22.688,0.4998,0.9242,0.8532,12.7,"Oaxaca",2
"1258",20260,4.36490615451768,0,16.356,0.3094,0.8741,0.8751,3.24,"Oaxaca",2
"1259",20261,5.12295081967213,0,35.281,0.2174,0.7494,0.871,6.11,"Oaxaca",2
"1260",20262,9.79431929480901,0,64.729,0.0653,0.7534,0.8325,2.38,"Oaxaca",5
"1261",20263,5.85480093676815,0,19.197,0.4004,0.9014,0.8907,8.82,"Oaxaca",4
"1262",20264,0,0,22.974,0.3363,0.9125,0.8448,1.98,"Oaxaca",4
"1263",20265,9.83560488970072,0,4.211,0.2803,0.7681,0.7435,4.28,"Oaxaca",5
"1264",20266,8.13291506912978,0,17.5,0.0805,0.4706,0.8041,10.05,"Oaxaca",17
"1265",20267,0,0,6,0.1729,0.8281,0.8189,2.5,"Oaxaca",2
"1266",20268,48.4496124031008,0,28.141,0.1512,0.6143,0.7958,1.93,"Oaxaca",3
"1267",20269,29.6195033037138,0,52.008,0.1788,0.6952,0.7233,1.04,"Oaxaca",8
"1268",20270,8.64304235090752,0,11.811,0.5191,0.9684,0.8114,2.27,"Oaxaca",5
"1269",20271,6.02228244504667,0,65.883,0.7284,0.9866,0.907,3.72,"Oaxaca",2
"1270",20272,5.91016548463357,0,23.673,0.5391,0.961,0.8886,8.48,"Oaxaca",5
"1271",20273,0,0,31.502,0.6075,0.9673,0.9027,6.88,"Oaxaca",4
"1272",20274,0,0,12.245,0.498,0.95,0.8547,1.87,"Oaxaca",5
"1273",20275,1.17481203007519,0,36.608,0.4241,0.9583,0.8717,10.48,"Oaxaca",7
"1274",20276,0,0,18.056,0.2401,0.932,0.5367,7.41,"Oaxaca",1
"1275",20277,17.3187436038731,1.07,18.161,0.4437,0.8644,0.8613,9.65,"Oaxaca",16
"1276",20278,8.15297954343315,0.36,66.783,0.3964,0.7811,0.8002,4.78,"Oaxaca",18
"1277",20279,14.1193081539005,0,27.358,0.3297,0.9027,0.8319,3.61,"Oaxaca",4
"1278",20280,0,0,36.657,0.1947,0.79,0.7696,3.1,"Oaxaca",3
"1279",20281,32.0512820512821,0,9.561,0.0932,0.6519,0.6821,3.03,"Oaxaca",3
"1280",20282,0,0,1.999,0.1531,0.8585,0.7673,1.89,"Oaxaca",3
"1281",20283,37.9506641366224,0,7.116,0.153,0.7988,0.7367,3.8,"Oaxaca",1
"1282",20284,15.5327741534638,0,79.418,0.6899,0.9879,0.8546,10.06,"Oaxaca",1
"1283",20285,15.8520475561427,0,33.825,0.1768,0.6434,0.803,4.01,"Oaxaca",4
"1284",20286,30.7314074984634,0,27.612,0.2399,0.7423,0.7986,4.56,"Oaxaca",2
"1285",20287,31.3479623824451,0,5.729,0.1102,0.6972,0.3876,4.65,"Oaxaca",2
"1286",20288,16,0,9.968,0.5937,0.9763,0.9105,4.81,"Oaxaca",3
"1287",20289,33.5852225020991,0,41.377,0.2401,0.8187,0.8156,3.03,"Oaxaca",4
"1288",20290,38.3509108341323,0,18.579,0.1986,0.658,0.8166,6.93,"Oaxaca",4
"1289",20291,16.0219729915312,0,45.252,0.3033,0.891,0.859,4.02,"Oaxaca",3
"1290",20292,20.7182320441989,0,25.183,0.5914,0.9834,0.8915,0.3,"Oaxaca",3
"1291",20293,159.375,0,515.542,0.0289,0.1947,0.4995,2.57,"Oaxaca",11
"1292",20294,102.21923335575,0,110.266,0.0885,0.4859,0.6157,2.35,"Oaxaca",21
"1293",20295,71.545380212592,0,561.03,0.1391,0.5487,0.7361,5.34,"Oaxaca",40
"1294",20296,0,0,5.894,0.1682,0.8467,0.7087,4.55,"Oaxaca",4
"1295",20297,4.0371417036738,0,43.126,0.5196,0.9751,0.9575,1.76,"Oaxaca",2
"1296",20298,55.3072202439579,0,163.837,0.2131,0.7116,0.848,7.67,"Oaxaca",32
"1297",20299,9.00900900900901,0,32.656,0.1978,0.8206,0.7117,8.5,"Oaxaca",4
"1298",20300,14.2734798743934,0,89.622,0.4331,0.856,0.8177,6.49,"Oaxaca",10
"1299",20301,94.1028858218319,0,69.395,0.1538,0.6197,0.7449,1.86,"Oaxaca",5
"1300",20302,2.17013888888889,0,48.289,0.4005,0.9349,0.6406,9.27,"Oaxaca",1
"1301",20303,52.6315789473684,0,14.121,0.1829,0.7996,0.7875,2.91,"Oaxaca",5
"1302",20304,116.731517509728,0,11.224,0.3152,0.9493,0.7872,3.39,"Oaxaca",1
"1303",20305,27.0453008789723,0,26.124,0.0361,0.328,0.5124,1.28,"Oaxaca",6
"1304",20306,10.5792118487173,0,36.479,0.4128,0.9274,0.6588,9.03,"Oaxaca",2
"1305",20307,29.2426162393996,0,19.268,0.073,0.4475,0.6629,5.48,"Oaxaca",2
"1306",20308,42.8003668602874,0,32.403,0.2183,0.6829,0.5853,4.08,"Oaxaca",5
"1307",20309,6.77736360555744,0,27.735,0.4755,0.889,0.8034,6.28,"Oaxaca",1
"1308",20310,122.147219543555,0,356.405,0.1532,0.5435,0.7861,5.29,"Oaxaca",7
"1309",20311,0,0,10.815,0.5506,0.9623,0.7516,9.46,"Oaxaca",2
"1310",20312,7.83699059561128,0,173.336,0.458,0.8524,0.8199,4.01,"Oaxaca",8
"1311",20313,0,0,17.879,0.2852,0.8937,0.6967,1.3,"Oaxaca",1
"1312",20314,5.99520383693046,0,16.184,0.1744,0.7434,0.836,2.97,"Oaxaca",4
"1313",20315,81.0654313839027,0,135.353,0.2279,0.653,0.8243,1.49,"Oaxaca",2
"1314",20316,0,0,11.569,0.4072,0.8862,0.8383,1.9,"Oaxaca",3
"1315",20317,0,0,24.633,0.3853,0.8557,0.7977,5.85,"Oaxaca",2
"1316",20318,54.8881726731126,2.19,150.071,0.1202,0.5199,0.7452,5.7,"Oaxaca",209
"1317",20319,18.018018018018,0,8.963,0.2851,0.9139,0.6972,0.59,"Oaxaca",2
"1318",20320,14.2450142450142,0,27.665,0.2957,0.8582,0.6862,1.75,"Oaxaca",2
"1319",20321,0,0,36.796,0.4897,0.9579,0.8452,6.47,"Oaxaca",4
"1320",20322,0,0,68.467,0.4999,0.9587,0.8348,7.97,"Oaxaca",1
"1321",20323,9.07852927825692,0,17.61,0.2962,0.9278,0.8842,4.76,"Oaxaca",1
"1322",20324,29.5762093833563,1.74,114.493,0.1221,0.4677,0.7816,6.01,"Oaxaca",123
"1323",20325,8.80824451686779,0,22.211,0.5042,0.9613,0.8707,8.79,"Oaxaca",11
"1324",20326,15.2526215443279,0,26.051,0.5597,0.9397,0.8277,5.67,"Oaxaca",3
"1325",20327,18.2208628880068,1.89,28.413,0.1418,0.538,0.7827,8.93,"Oaxaca",21
"1326",20328,0,0,19.144,0.5142,0.9496,0.9341,7.81,"Oaxaca",1
"1327",20329,7.81860828772478,0,10.632,0.446,0.9159,0.817,4.17,"Oaxaca",2
"1328",20330,0,0,99.032,0.4616,0.9304,0.8805,5.88,"Oaxaca",3
"1329",20331,0,0,64.141,0.3341,0.8723,0.721,1.67,"Oaxaca",4
"1330",20332,0,0,8.121,0.1859,0.8032,0.6567,2.56,"Oaxaca",1
"1331",20333,124.17823228634,0,8.41,0.0698,0.4671,0.5935,5.38,"Oaxaca",5
"1332",20334,23.0536579175567,0.29,40.464,0.149,0.6166,0.8211,6.83,"Oaxaca",90
"1333",20335,0,0,10.961,0.3194,0.9345,0.8772,4.52,"Oaxaca",1
"1334",20336,0,0,13.301,0.1203,0.8517,0.8555,1.76,"Oaxaca",4
"1335",20337,14.7983721790603,0,51.784,0.3483,0.8016,0.7557,9.07,"Oaxaca",12
"1336",20338,189.917731489585,1.29,578.827,0.0829,0.365,0.6391,4,"Oaxaca",58
"1337",20339,32.5960419091967,0,26.865,0.0739,0.487,0.6759,1.92,"Oaxaca",8
"1338",20340,33.7457817772778,0,6.369,0.2441,0.7987,0.6071,8.07,"Oaxaca",1
"1339",20341,41.8410041841004,0,7.871,0.1474,0.7804,0.8291,0,"Oaxaca",3
"1340",20342,137.466307277628,0,214.472,0.0289,0.2036,0.5104,2.12,"Oaxaca",6
"1341",20343,100.603621730382,0,120.567,0.1514,0.6026,0.7388,4.69,"Oaxaca",4
"1342",20344,14.2755174875089,0,15.84,0.3687,0.885,0.8696,4.08,"Oaxaca",1
"1343",20345,7.10563713879678,0,40.031,0.1828,0.6517,0.7684,5.37,"Oaxaca",5
"1344",20346,13.3333333333333,0,50.359,0.4079,0.9222,0.7727,0.38,"Oaxaca",2
"1345",20347,5.28680941052075,0,51.464,0.3943,0.9355,0.8961,4.04,"Oaxaca",5
"1346",20348,17.5829328331966,0,22.141,0.2353,0.7516,0.8042,5.06,"Oaxaca",5
"1347",20349,39.2927308447937,0,71.489,0.133,0.5246,0.7159,6.19,"Oaxaca",2
"1348",20350,259.962640099626,0,1890.034,0.0207,0.1686,0.4984,5.95,"Oaxaca",36
"1349",20351,3.48918353105373,0,73.217,0.2563,0.8052,0.8253,5.46,"Oaxaca",4
"1350",20352,2.28990153423403,0,138.298,0.8433,0.9965,0.9612,23.29,"Oaxaca",1
"1351",20353,13.2802124833997,0,47.149,0.308,0.839,0.8844,4.4,"Oaxaca",2
"1352",20354,0,0,24.922,0.7851,0.9723,0.7898,9.21,"Oaxaca",2
"1353",20355,0,0,28.094,0.3738,0.8958,0.5554,0.9,NA,NA
"1354",20356,23.2774674115456,0,63.251,0.2364,0.7163,0.8103,10.8,"Oaxaca",5
"1355",20357,0,0,10.386,0.2798,0.8087,0.7703,13.41,"Oaxaca",2
"1356",20358,19.4174757281553,0,16.865,0.2012,0.6797,0.7531,9.09,"Oaxaca",2
"1357",20359,0,0,14.684,0.3383,0.916,0.7309,0,"Oaxaca",1
"1358",20360,43.4449271658574,0,148.6,0.2311,0.7483,0.73,5.33,"Oaxaca",6
"1359",20361,0,0,17.475,0.3813,0.9456,0.8505,5.07,"Oaxaca",2
"1360",20362,52.9801324503311,0,11.957,0.1447,0.6881,0.7145,4.46,"Oaxaca",4
"1361",20363,36.7782272894447,0,13.615,0.1849,0.772,0.8035,2.28,"Oaxaca",7
"1362",20364,28.1880017157914,0,22.989,0.2439,0.7557,0.902,7.08,"Oaxaca",36
"1363",20365,17.5438596491228,0,3.825,0.0918,0.7391,0.7846,1.25,"Oaxaca",7
"1364",20366,15.1019380820539,0,52.387,0.5321,0.9656,0.8895,8.57,"Oaxaca",7
"1365",20367,19.2431045542014,0,74.82,0.4887,0.9254,0.7818,7.72,"Oaxaca",4
"1366",20368,39.6628656420426,0,80.995,0.1627,0.6511,0.8319,6.5,"Oaxaca",5
"1367",20369,49.8504486540379,0,90.47,0.0674,0.4384,0.6839,3.07,"Oaxaca",8
"1368",20370,0,0,14.025,0.2024,0.7695,0.513,2.11,"Oaxaca",2
"1369",20371,0,0,64.402,0.3971,0.9324,0.734,1.45,"Oaxaca",5
"1370",20372,5.74382538770821,0,18.418,0.226,0.9093,0.4755,2.75,"Oaxaca",2
"1371",20373,0,0,3.59,0.4464,0.9379,0.798,3.45,"Oaxaca",2
"1372",20374,6.15384615384615,0,117.249,0.5553,0.9395,0.8871,9.6,"Oaxaca",2
"1373",20375,199.517649638237,1.19,1292.85,0.0685,0.3629,0.5689,3.85,"Oaxaca",18
"1374",20376,0,0,3.251,0.1462,0.7546,0.7675,0,"Oaxaca",1
"1375",20377,2.50815149235014,0,51.28,0.373,0.889,0.787,4.67,"Oaxaca",5
"1376",20378,24.6305418719212,0,56.075,0.3479,0.8106,0.8638,4.15,"Oaxaca",6
"1377",20379,0,0,18.504,0.4119,0.8985,0.7994,1.47,"Oaxaca",4
"1378",20380,71.6524854455889,0,195.296,0.1138,0.5907,0.8053,2.08,"Oaxaca",2
"1379",20381,32.2812051649928,0,88.634,0.1219,0.6394,0.8343,4.6,"Oaxaca",3
"1380",20382,0,0,12.032,0.2634,0.8926,0.4769,3.43,"Oaxaca",2
"1381",20383,0,0,14.133,0.354,0.8941,0.7982,10.99,"Oaxaca",1
"1382",20384,24.1497283155565,0,125.268,0.421,0.9027,0.8617,6.64,"Oaxaca",3
"1383",20385,188.744063857735,0.62,1311.587,0.1413,0.4817,0.6483,3.81,"Oaxaca",201
"1384",20386,2.62798276043309,0,52.842,0.5367,0.947,0.7485,7.22,"Oaxaca",5
"1385",20387,27.1739130434783,0,133.287,0.1337,0.6933,0.7653,6.97,"Oaxaca",6
"1386",20388,8.04181745074387,0,81.538,0.5163,0.9586,0.922,5.03,"Oaxaca",2
"1387",20389,10.5820105820106,0,79.094,0.1742,0.7373,0.8333,19.23,"Oaxaca",2
"1388",20390,288.76225560736,1.08,6583.268,0.0379,0.2719,0.5691,4.38,"Oaxaca",216
"1389",20391,2.8184892897407,0,30.76,0.7294,0.9809,0.8852,8.36,"Oaxaca",5
"1390",20392,1.4972301242701,0,90.892,0.5272,0.9582,0.7462,3.97,"Oaxaca",3
"1391",20393,47.6787954830615,0,327.038,0.3444,0.895,0.8783,9.81,"Oaxaca",2
"1392",20394,24.1545893719807,0,18.731,0.1933,0.7988,0.7357,3,"Oaxaca",4
"1393",20395,0,0,23.646,0.4871,0.9423,0.7072,1.29,"Oaxaca",2
"1394",20396,2.95508274231678,0,98.251,0.6251,0.9613,0.8669,11.87,"Oaxaca",4
"1395",20397,42.6439232409382,2,116.909,0.1614,0.5439,0.624,3.79,"Oaxaca",117
"1396",20398,47.3399458972047,6.3,83.047,0.2048,0.7731,0.8206,8.39,"Oaxaca",12
"1397",20399,166.908563134978,0,1825.828,0.1278,0.4242,0.6307,4.57,"Oaxaca",37
"1398",20400,47.534165181224,0,18.911,0.1118,0.6305,0.8149,3.82,"Oaxaca",2
"1399",20401,29.7867270344335,0,40.767,0.0779,0.3851,0.8128,9.16,"Oaxaca",62
"1400",20402,18.1159420289855,0,12.121,0.3036,0.7401,0.8126,4.02,"Oaxaca",2
"1401",20403,193.548387096774,0,367.385,0.092,0.5394,0.6292,5,"Oaxaca",3
"1402",20404,0,0,29.82,0.0628,0.5974,0.6752,6.25,"Oaxaca",1
"1403",20405,31.6312697695436,0,7.732,0.1361,0.6156,0.7577,7.59,"Oaxaca",2
"1404",20406,0.950977129000047,0,61.867,0.6197,0.9554,0.8243,8.67,"Oaxaca",7
"1405",20407,5.33049040511727,0,2.681,0.323,0.8448,0.8458,9.38,"Oaxaca",2
"1406",20408,0,0,13.486,0.2756,0.8582,0.7186,1.12,"Oaxaca",2
"1407",20409,243.383994048252,0,350.274,0.0319,0.3413,0.4983,5.27,"Oaxaca",11
"1408",20410,2.85062713797035,0,4.75,0.1809,0.9198,0.7992,5.27,"Oaxaca",2
"1409",20411,23.3918128654971,0,41.863,0.1535,0.5927,0.734,2.5,"Oaxaca",3
"1410",20412,3.05157155935307,0,15.005,0.3343,0.8175,0.8889,5.93,"Oaxaca",4
"1411",20413,76.2527233115468,2.24,87.811,0.0984,0.4005,0.6517,5.75,"Oaxaca",126
"1412",20414,6.75105485232067,0,37.162,0.1777,0.6931,0.8176,4.18,"Oaxaca",6
"1413",20415,9.71817298347911,0,44.459,0.3009,0.7853,0.8855,5.46,"Oaxaca",1
"1414",20416,0,0,2.287,0.6283,0.959,0.7363,0,"Oaxaca",1
"1415",20417,16.6233766233766,0,22.519,0.2904,0.7486,0.8199,3.74,"Oaxaca",3
"1416",20418,27.9083431257344,2.16,20.857,0.1015,0.4603,0.6543,4.04,"Oaxaca",20
"1417",20419,18.6219739292365,0,12.889,0.0917,0.7582,0.7864,3.49,"Oaxaca",2
"1418",20420,9.9502487562189,0,14.786,0.3611,0.9452,0.9125,5.79,"Oaxaca",3
"1419",20421,39.2805457928468,0,25.179,0.0785,0.5034,0.5864,2.67,"Oaxaca",6
"1420",20422,32.1027287319422,0,4.726,0.2786,0.8356,0.7,1.14,"Oaxaca",2
"1421",20423,0,0,4.494,0.348,0.9219,0.6456,0,"Oaxaca",2
"1422",20424,0,0,39.638,0.522,0.9577,0.8289,5.75,"Oaxaca",2
"1423",20425,9.08265213442325,0,35.847,0.3971,0.9592,0.8707,1.13,"Oaxaca",1
"1424",20426,2.27764491515773,0,49.487,0.6319,0.9832,0.8736,4.23,"Oaxaca",4
"1425",20427,17.531556802244,0,114.865,0.1814,0.5854,0.7241,4.04,"Oaxaca",7
"1426",20428,0,0,18.158,0.4231,0.9668,0.8971,3.97,"Oaxaca",3
"1427",20429,0,0,12.125,0.4451,0.8801,0.8332,4.07,"Oaxaca",2
"1428",20430,0,0,7.53,0.2859,0.8284,0.7405,0,"Oaxaca",1
"1429",20431,40.1376146788991,0,8.244,0.1585,0.5679,0.7872,3.04,"Oaxaca",3
"1430",20432,10.4493207941484,0,32.17,0.1168,0.6964,0.3227,1.87,"Oaxaca",2
"1431",20433,0,0,31.051,0.4757,0.918,0.9565,13.99,"Oaxaca",1
"1432",20434,6.78886625933469,0,156.152,0.3518,0.9444,0.7757,3.76,"Oaxaca",4
"1433",20435,2.56278831368529,0,29.817,0.3322,0.8811,0.7842,11.82,"Oaxaca",5
"1434",20436,0,0,20.063,0.3058,0.9128,0.2203,3.27,"Oaxaca",1
"1435",20437,17.6495016611296,0,128.245,0.4333,0.9068,0.8484,3.91,"Oaxaca",12
"1436",20438,5.68181818181818,0,28.829,0.382,0.929,0.8689,3.84,"Oaxaca",2
"1437",20439,15.5403100481371,0,55.807,0.1972,0.5939,0.8934,9.7,"Oaxaca",106
"1438",20440,11.6550116550117,0,3.031,0.1019,0.7743,0.5727,2.75,"Oaxaca",2
"1439",20441,7.67207365190706,0,103.393,0.3151,0.8364,0.8631,10.31,"Oaxaca",8
"1440",20442,0,0,6.123,0.048,0.8985,0.8233,3.33,"Oaxaca",1
"1441",20443,0,0,11.34,0.0622,0.7161,0.7827,6.35,"Oaxaca",2
"1442",20444,0,0,11.425,0.4608,0.9276,0.7871,6.74,"Oaxaca",3
"1443",20445,23.5432607416127,0,23.779,0.2096,0.8977,0.6037,0.32,"Oaxaca",3
"1444",20446,4.63320463320463,0,82.618,0.3864,0.8936,0.726,1.8,"Oaxaca",6
"1445",20447,11.4886927077035,0.87,32.611,0.3691,0.8574,0.8769,6.03,"Oaxaca",18
"1446",20448,0,0,16.127,0.677,0.9839,0.9529,4.8,NA,NA
"1447",20449,12.7877237851662,0,10.758,0.2339,0.8056,0.8043,9.25,"Oaxaca",2
"1448",20450,4.57526307762696,0,96.963,0.8445,0.9878,0.9274,9.35,"Oaxaca",4
"1449",20451,10.7758620689655,0,17.75,0.3912,0.9368,0.652,1.53,"Oaxaca",3
"1450",20452,29.2112950340798,0,203.827,0.4961,0.9122,0.7993,11.79,"Oaxaca",4
"1451",20453,19.4505227327984,0,8.774,0.1248,0.5386,0.7099,4.17,"Oaxaca",3
"1452",20454,3.19693094629156,0,42.88,0.4708,0.9324,0.8769,11.48,"Oaxaca",2
"1453",20455,17.8380306814128,0,59.901,0.3797,0.8652,0.8261,6.16,"Oaxaca",5
"1454",20456,53.7634408602151,0,32.667,0.1683,0.6558,0.7404,3.54,"Oaxaca",2
"1455",20457,15.2485513876182,0,10.048,0.4671,0.9431,0.8927,6.04,"Oaxaca",2
"1456",20458,0,0,17.781,0.0874,0.8413,0.7708,0.61,"Oaxaca",2
"1457",20459,25.9347309271666,2.97,17.376,0.1499,0.6615,0.5603,3.49,"Oaxaca",12
"1458",20460,28.100412139378,0,21.179,0.5876,0.9552,0.8928,8.57,"Oaxaca",2
"1459",20461,53.5714285714286,0,6.355,0.3458,0.8248,0.4544,7.81,"Oaxaca",1
"1460",20462,69.4283730617912,0,26.511,0.1256,0.5147,0.7106,7.74,"Oaxaca",3
"1461",20463,18.348623853211,0,5.878,0.2241,0.8913,0.6627,9.09,"Oaxaca",3
"1462",20464,0,0,2.475,0.2943,0.9292,0.7415,3.03,"Oaxaca",2
"1463",20465,5.97014925373134,0,16.028,0.2843,0.9538,0.8295,9.44,"Oaxaca",2
"1464",20466,0,0,37.775,0.7255,0.9677,0.9262,12.73,"Oaxaca",3
"1465",20467,30.3982166379572,0.71,30.697,0.2521,0.6625,0.8098,5.21,"Oaxaca",37
"1466",20468,1.38178803371563,0,19.388,0.516,0.8807,0.9187,11.21,"Oaxaca",2
"1467",20469,27.8491859468723,2.16,59.575,0.4262,0.8226,0.8603,6.67,"Oaxaca",53
"1468",20470,6.17030028794735,0,6.523,0.1938,0.8069,0.784,4.72,"Oaxaca",4
"1469",20471,0,0,3.839,0.1436,0.926,0.8831,3.64,"Oaxaca",4
"1470",20472,28.3768444948922,0,6.636,0.0953,0.5069,0.4677,3.48,"Oaxaca",8
"1471",20473,0,0,10.881,0.1155,0.9162,0.8571,1.88,"Oaxaca",3
"1472",20474,8.82872277810477,0,29.96,0.1631,0.5737,0.757,3.95,"Oaxaca",5
"1473",20475,30.2380023410066,0,80.556,0.3048,0.8883,0.8436,3.17,"Oaxaca",22
"1474",20476,0,0,5.077,0.1165,0.698,0.5123,6.67,"Oaxaca",1
"1475",20477,6.94444444444444,0,3.41,0.2204,0.8113,0.7166,8.37,"Oaxaca",2
"1476",20478,0,0,7.505,0.2986,0.9029,0.7074,3.59,"Oaxaca",2
"1477",20479,0,0,4.547,0.3829,0.9381,0.6453,0,"Oaxaca",2
"1478",20480,0,0,14.31,0.5589,0.9322,0.8252,1.52,"Oaxaca",3
"1479",20481,5.54016620498615,0,39.15,0.2656,0.893,0.6189,2.17,"Oaxaca",3
"1480",20482,35.3037023626324,2.25,77.603,0.1787,0.5477,0.7746,4.14,"Oaxaca",121
"1481",20483,77.6255707762557,0,243.535,0.3073,0.7696,0.7757,6.43,"Oaxaca",9
"1482",20484,15.1416828898983,0,21.839,0.2142,0.7401,0.8651,3.79,"Oaxaca",9
"1483",20485,0,0,16.71,0.424,0.8497,0.8536,15.95,"Oaxaca",2
"1484",20486,43.0191630817364,0,33.856,0.1058,0.599,0.7796,3.47,"Oaxaca",3
"1485",20487,9.45179584120983,0,10.005,0.3157,0.868,0.8479,5.33,"Oaxaca",1
"1486",20488,0,0,5.363,0.1747,0.7786,0.7188,0,"Oaxaca",1
"1487",20489,1.9657951641439,0,12.912,0.3269,0.8448,0.8804,3.54,"Oaxaca",2
"1488",20490,0,0,116.536,0.4499,0.9696,0.8488,8.79,"Oaxaca",1
"1489",20491,0,0,25.59,0.4645,0.9588,0.7162,0.85,"Oaxaca",3
"1490",20492,6.635700066357,0,23.807,0.4167,0.9519,0.7423,1.26,"Oaxaca",3
"1491",20493,35.5871886120996,0,23.737,0.1437,0.6801,0.7243,2.44,"Oaxaca",1
"1492",20494,2.03915171288744,0,67.669,0.5883,0.986,0.8081,3.75,"Oaxaca",2
"1493",20495,0,0,16.15,0.5225,0.9429,0.8678,11.69,"Oaxaca",3
"1494",20496,23.22340919647,0,27.995,0.0906,0.6359,0.7593,1.62,"Oaxaca",3
"1495",20497,15.6599552572707,0,79.003,0.6627,0.9805,0.9106,15.62,"Oaxaca",6
"1496",20498,2.81531531531532,0,5.773,0.2933,0.7938,0.8988,7.38,"Oaxaca",2
"1497",20499,18.0913613749435,0,30.13,0.0745,0.5219,0.5958,3.59,"Oaxaca",11
"1498",20500,10.3782287822878,0,37.062,0.2637,0.8728,0.733,6.19,"Oaxaca",6
"1499",20501,21.1416490486258,0,11.018,0.1508,0.6834,0.7397,7.91,"Oaxaca",1
"1500",20502,1.82748538011696,0,35.615,0.5964,0.9322,0.8623,10.77,"Oaxaca",3
"1501",20503,0,0,17.533,0.124,0.8341,0.7962,1.64,"Oaxaca",2
"1502",20504,0,0,21.486,0.1945,0.8185,0.8953,0.69,"Oaxaca",2
"1503",20505,45.7831325301205,0,21.656,0.1067,0.572,0.5515,1.82,"Oaxaca",5
"1504",20506,12.5628140703518,0,5.686,0.3063,0.9287,0.802,4.5,"Oaxaca",2
"1505",20507,2.83687943262411,0,25.234,0.3563,0.8739,0.83,4.88,"Oaxaca",3
"1506",20508,6.35324015247776,0,23.928,0.045,0.3159,0.5573,2.9,"Oaxaca",2
"1507",20509,0,0,106.224,0.4821,0.8615,0.914,12.41,"Oaxaca",7
"1508",20510,0,0,35.039,0.259,0.865,0.7449,1.64,"Oaxaca",1
"1509",20511,2.99132515704457,0,48.411,0.4812,0.9705,0.8545,4.03,"Oaxaca",3
"1510",20512,0,0,15.982,0.4017,0.9527,0.882,4.95,"Oaxaca",1
"1511",20513,11.5850447604002,0,38.876,0.2134,0.7595,0.7506,4.51,"Oaxaca",5
"1512",20514,0,0,12.716,0.6098,0.9531,0.7838,5.98,"Oaxaca",3
"1513",20515,51.7251513548463,1.44,70.138,0.1405,0.489,0.6305,3.81,"Oaxaca",137
"1514",20516,19.3348801237432,0,36.166,0.2556,0.8637,0.8939,6.46,"Oaxaca",11
"1515",20517,6.81314937830012,0,90.88,0.4358,0.9098,0.8491,5.98,"Oaxaca",5
"1516",20518,70.4225352112676,0,8.856,0.3071,0.777,0.6518,0,"Oaxaca",2
"1517",20519,126.664501461513,0,68.047,0.156,0.6938,0.7339,7.52,"Oaxaca",4
"1518",20520,12.4826629680999,0,58.531,0.1051,0.5637,0.6869,10.47,"Oaxaca",13
"1519",20521,0,0,12.249,0.3968,0.9779,0.7805,2.86,"Oaxaca",2
"1520",20522,0,0,31.487,0.3776,0.9069,0.7102,2.54,"Oaxaca",1
"1521",20523,30.902348578492,0,71.124,0.1105,0.5014,0.6063,4.38,"Oaxaca",5
"1522",20524,32.0512820512821,0,5.825,0.3768,0.9764,0.8686,19.35,"Oaxaca",1
"1523",20525,3.16430662131161,0,12.185,0.1353,0.5875,0.7719,4.98,"Oaxaca",27
"1524",20526,22.4374760575713,0.82,84.935,0.211,0.7188,0.8854,9.06,"Oaxaca",28
"1525",20527,0,0,97.571,0.5832,0.9821,0.9195,4.36,"Oaxaca",1
"1526",20528,29.3255131964809,0,10.122,0.3138,0.8793,0.4801,3.42,"Oaxaca",4
